Unnamed: 0	Address2	Latitude	Longitude
2172	phố Phương Mai, phường Đống Đa	210.086.605	1.058.383.535
2173	đỉnh kinh doanh Nguyễn Cửu Đàm	10.799.498	1.066.294.372
2174	đường Trường Chinh	210.001.492	1.058.312.638
2175	Kiệt Oto Trường Chinh, An Đông, Huế	164.600.347	107.604.772
2176	Kinh Đô Trịnh Văn Bô, Xuân Phương, Hà Nội	210.379.017	1.057.461.221
2177	False		
2178	Ngay Thạch Lầm, Đôngthôn 16m, phường Hiêp Tân, quận Tân Phú	10.776.801	1.066.312.079
2179	đường Tên Lửa, Quận Bình Tân	107.478.829	1.066.118.492
2180	Hẻm Phạm Văn Hai, Quận Tân Bình	107.945.549	1.066.632.715
2181	Lê Ngô Cát, Thủy Xuân, Huế	16.436.309	1.075.724.058
2182	Vị trí đắc địa, trung tâm Tân Phú, gần mặt tiền đường	10.794.782	1.066.202.474
2183	Siêu Phẩm Linh Tây	108.560.516	1.067.535.475
2184	Vạn Phúc, Hiệp Bình Phước	108.455.467	1.067.146.184
2185	đường Lê Duẩn, Phường Đống Đa	210.187.993	1.058.413.845
2186	đường Âu Cơ, Quận 11	107.740.027	1.066.485.473
2187	Võ Văn Kiệt, Quận 5	107.504.031	1.066.695.963
2188	đường Lê Văn Sỹ, Quận Phú Nhuận	107.915.132	106.672
2189	hẻm 1/ đường Phạm Thế Hiển, Quận 8	107.430.184	1.066.708.357
2190	đường Mỹ Phước Tân Vạn, Mỹ Phước 3, Bình Dương	111.192.477	1.066.414.958
2191	KĐT Văn Quán, khu vực phát triển tấp nập, chợ, siêu thị, công viên, trường học quốc tế, đại học quanh nhà, Trần Phú, Phùng Hưng,...	209.741.262	1.057.894.045
2192	Qước lộ 1A, Tân Chánh Hiệp, Quận 12, gần sángmetros Dương Thị Mười	108.556.011	1.066.358.858
2193	Đặng Vũ Hỷ, Thanh Am, Thượng Thanh	210.709.598	1.059.008.437
2194	Xô Viết Nghệ Tĩnh, Ung Văn Khiêm, QL13	108.099.089	1.067.126.015
2195	Trung tâm Gò Dầu, Tân Sơn Nhì, Tân Hương, Gần Aeon mall Tân Phú	107.958.295	1.066.269.265
2196	MT gần Nguyễn Thị Định, Quận 2	107.737.465	1.067.701.032
2197	đường ô tô, Phường Bửu Long	109.586.438	1.068.053.993
2198	đường X, Phường Thạnh Phú	160.629.875	1.081.892.877
2199	đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận	108.090.541	1.066.856.818
2200	Thích Quảng Đức, Phường 4, Quận Phú Nhuận	108.060.643	1.066.813.234
2201	đường Nguyễn Sơn	210.425.147	1.058.872.588
2202	đường MPTV, Mỹ Phước 3, Bình Dương	111.192.477	1.066.414.958
2203	Đường 132, Phước Long A, Quận 9	108.224.164	106.763.273
2204	Ngõ 3m, Chợ Văn Điển, Thị Trấn Văn Điển, Huyện Thanh Trì	20.948.683	1.058.453.506
2205	Long Thành, Đồng Nai	107.782.801	1.069.447.146
2206	HOÀNG DIỆU, Thủ Đức	108.564.547	1.067.660.949
2207	hẻm Phan Văn Trị, Phường Bình Thạnh	1.081.931	1.066.945.295
2208	Tân Sơn Nhì, Quận Tân Phú	107.997.882	106.630.604
2209	Phố Vọng, Hai Bà Trưng	210.090.571	1.058.607.507
2210	đường ngay sát chợ khiết tâm, Phường Bình Chiểu, Quận Thủ Đức	10.876.413	1.067.467.609
2211	ngã tư bến cá, khu du lịch Bửu Long, TP. Biên Hòa	10.961.375	106.792.792
2212	Đường số 14, Phường 8, Quận Gò Vấp	108.416.801	1.066.474.927
2213	khu nhà ở, KĐT GELEXIMCO, AEON Hà Đông, trường quốc tế	209.863.561	1.057.384.078
2214	Đường số 4, Thảo Điền, Quận 2	107.935.216	1.067.308.195
2215	Hùng Duệ Vương, Hồng Bàng, Hải Phòng	208.591.906	106.666.791
2216	Trương Định		
2217	phố Giáp Bát, Quận Hoàng Mai	20.983.614	1.058.433.353
2218	Tân Mai, Hoàng Mai	20.983.687	105.848.156
2219	đường Phan Văn Trị, Phường 10, Quận Gò Vấp	108.327.364	1.066.724.769
2220	đường Lê Văn Việt	108.454.575	106.794.186
2221	Khu dân trí cao, chợ, trường học các cấp, Gò Vấp, HCM	108.386.779	1.066.652.904
2222	131 Trần Phú	209.838.174	105.793.463
2223	đường Trần Văn Giàu	107.679.688	1.065.569.746
2224	Hồng Tiến, Bồ Đề, Lâm Du, Long Biên	210.365.843	1.058.783.278
2225	Đồng Khởi, Tân Hiệp	109.569.613	1.068.606.563
2226	Nguyễn Xí, Phường 13, Quận Bình Thạnh	108.200.411	1.067.039.308
2227	phố Trần Duy Hưng, phường Trung Hòa, quận Cầu Giấy, Hà Nội	210.106.758	1.057.995.616
2228	Ngô Gia Tự-Đặng Vũ Hỷ, khu đô thị Việt Hưng, Long Biên	210.697.172	1.059.021.437
2229	Đường 22, Phường Phước Long, Quận 9, TP Thủ Đức	108.283.282	1.067.774.739
2230	Quan Thổ 1, Đống Đa	210.234.106	1.058.291.801
2231	np.NAN		
2232	Phạm Văn Đồng, Quận Gò Vấp	108.193.004	1.066.901.891
2233	đường Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh	108.063.178	1.066.903.039
2234	Khu vực Quảng Khánh- Từ Hoa-Yên Hoa, Mặt phố Tây Hồ	210.530.282	1.058.365.792
2235	đường Hoàng Văn Thụ, Phường 4, Quận Tân Bình	108.002.686	1.066.668.678
2236	Hẻm xe hơi, đường Miếu Gò Xoài, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh	10.779.745	1.066.073.872
2237	Khu Tái Định Cư Bửu Long	109.579.628	1.068.051.526
2238	đường Âu Cơ, Phường 9, Quận Tân Bình	107.725.992	1.066.494.858
2239	đường Số 21, Phường 08, Quận Gò Vấp	108.410.084	1.066.507.007
2240	False		
2241	đường số 6, Phường Linh Đông, Thủ Đức	108.578.791	106.746.207
2242	Trần Phú, Quận Hà Đông	209.799.246	1.057.873.752
2243	đường Quang Trung, Hà Đông	209.551.593	105.755.404
2244	Phường Hoà Bình Yên Nghĩa	209.540.586	1.057.409.852
2245	Phố Tây An Thượng	164.698.247	1.075.953.926
2246	Hẻm xe tải Lê Văn Quới, Kênh Nước Đen, Phường Bình Hưng Hòa A, Quận Bình Tân	107.762.062	1.066.108.004
2247	Đường số Tân Quy, Quận 7	107.475.375	1.067.196.004
2248	đường Thống Nhất, Phường 11, Quận Gò Vấp	108.394.408	1.066.653.068
2249	Trung Văn, ngã 3 Trung Văn Lương Thế Vinh	209.921.383	1.057.941.246
2250	Trung tâm Hải Châu	160.472.002	1.082.199.588
2251	Tư Đình, Long Biên	210.265.735	1.058.855.471
2252	đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh	108.118.426	1.066.922.921
2253	Phường Hoà Bình Yên Nghĩa	209.540.586	1.057.409.852
2254	đường Trường Chinh, Phường 14, Quận Tân Bình	107.997.157	1.066.407.484
2255	Hồng Lạc, Quận Tân Bình	107.874.728	1.066.470.841
2256	Láng Hạ, Ba Đình	210.153.717	1.058.128.851
2257	Trường Chinh, Tân Bình	108.076.158	1.066.348.442
2258	Đường Số 1, Phường Bình An, Quận 2	107.832.178	1.067.339.383
2259	đường Âu Cơ, Phường 10, Quận Tân Bình	10.780.409	1.066.440.124
2260	Tây Sơn	139.479.428	1.088.551.484
2261	Định Công, Quận Hoàng Mai	209.831.371	1.058.319.653
2262	Vũ Tông Phan	209.905.719	1.058.137.713
2263	Tân Thắng, Tân Phú	108.011.535	1.066.183.755
2264	Nguyễn Ngọc Lộc, Phường 14, Quận 10, TP. Hồ Chí Minh	107.674.225	1.066.632.011
2265	đường Xô Viết Nghệ Tĩnh, Ung Văn Khiêm, Phường 25, Quận Bình Thạnh	108.099.089	1.067.126.015
2266	Sát phố Thanh Bình	209.809.371	1.057.786.235
2267	Phố Đi Bộ An Thượng, Đà Nẵng	160.497.344	1.082.469.002
2268	HL2, Mã Lò, Ngã tư 4 xã, TL10, Bình Trị Đông	1.077.323	106.620.297
2269	HL2, Mã Lò, Ngã tư 4 xã, TL10, Bình Trị Đông	1.077.323	106.620.297
2270	Ngõ Hoàng Mai, Đền Lừ	209.816.101	1.058.573.644
2271	đường Lạc Long Quân, phố Trịnh Công Sơn, Quận Hồ Tây	210.641.803	105.809.786
2272	Bùi Đình Tuy, Phường 12, Quận Bình Thạnh	108.077.661	1.067.028.933
2273	Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7	10.704.812	1.067.345.591
2274	đường Lê Lợi, Phường 4, Quận Gò Vấp	108.195.857	1.066.858.909
2275	Đặng Vũ Hỷ, phường Thượng Thanh, Quận Long Biên	210.734.674	1.058.979.169
2276	MT Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh	10.807.912	1.066.888.124
2277	Hẻm Dương Quảng Hàm, Phường 5, Quận Gò Vấp	108.236.032	1.066.957.585
2278	hẻm 3m Lê Văn Lương, Phường Tân Hưng, Quận 7	107.427.716	1.067.028.168
2279	SAPA CITY CLOUD, KĐT mới Tây Bắc, Sapa	210.221.415	1.057.878.292
2280	Đại Lộ Lê Văn Lương, Phường Tân Quy, Quận 7, Thành phố Hồ Chí Minh	107.290.183	1.066.997.127
2281	Phan Anh, Quận Tân Phú	107.673.378	1.066.230.141
2282	Hẻm Thoại Ngọc Hầu, Quận Tân Phú	107.781.857	106.630.569
2283	đường Thới An	108.585.282	1.066.521.807
2284	phố Trịnh Công Sơn, Tây Hồ	210.775.967	1.058.174.665
2285	Dương Đình Hội, Phước Long B, Tp. Thủ Đức	108.228.086	1.067.802.545
2286	đường Nguyễn Văn Khối, phường 11, Quận Gò Vấp	108.421.309	1.066.598.474
2287	đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp	108.421.309	1.066.598.474
2288	108 Nguyễn Trãi, Phường Phước Tân, Quận...	122.435.651	1.091.866.227
2289	Kế bên Quang Trung, Lê Văn Thọ	108.364.961	1.066.583.136
2290	đường Hùng Vương, Ngự Bình, TP. Huế	164.532.819	107.600.689
2291	Chương Chiến, Văn Quán	218.628.802	1.065.377.839
2292	Đ. Cô Giang, P2, Quận Phú Nhuận	107.962.504	1.066.835.447
2293	Lạc Long Quân, Quận 11, Quận 10, ngã tư Lạc Long Quân - Âu Cơ	107.740.578	1.066.474.783
2294	Mỗ Lao, ngõ trước nhà rộng hai ô tô tránh, phố ẩm thực Nguyễn Văn Lộc, Hoàn Kiếm	210.221.485	1.058.488.012
2295	đường, Phường Hiệp Bình Chánh, Quận Thủ Đức	108.454.029	1.067.261.562
2296	Điện Biên Phủ, Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh	108.009.658	1.067.151.325
2297	Phường 15, Quận Tân Bình	108.225.398	1.066.379.724
2298	Phường 15, Tân Bình	108.225.398	1.066.379.724
2299	đường số 10, Phường Bình An, Quận 2	107.838.285	1.067.369.583
2300	Ðường Ngõ Ô Tô Tránh, Long Biên	210.186.765	105.884.813
2301	Lê Văn Khương, Quận 12	108.829.225	1.066.484.438
2302	Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp	108.215.252	1.066.844.207
2303	Đống Đa	210.180.725	1.058.299.495
2304	Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh	107.933.763	1.067.182.627
2305	Khu Đội Cận, Phường Ba Đình	210.353.698	1.058.192.143
2306	False		
2307	False		
2308	Biên Hòa	109.574.128	1.068.426.871
2309	Nguyễn Thượng Hiền, Phường 6, Quận Bình Thạnh	108.083.167	1.066.841.841
2310	hẻm thông Lý Thường Kiệt, Quận 10	10.769.422	106.658.488
2311	đường Linh Chiểu, Phường Linh Chiểu, Quận Thủ Đức	108.507.175	1.067.644.224
2312	đường Bùi Thị Xuân	107.699.949	1.066.886.078
2313	Phạm Văn Hai, Tân Bình	107.945.549	1.066.632.715
2314	P5, Bình Thạnh	108.123.239	106.687.347
2315	Xô Viết Nghệ Tĩnh, phường 25, Quận Bình Thạnh	108.053.797	1.067.115.089
2316	ngõ 144 Quan Nhân, gần Hồ, Quận Thanh Xuân, Hà Nội	210.039.605	1.058.094.414
2317	Thành Phố Mới Bình Dương	113.254.024	106.477.017
2318	đường hồ Tam Bạc, Phường Hồng Bàng, Thành phố Hải Phòng	20.855.311	1.066.761.078
2319	phố Hoá An, Quận ...	109.359.157	1.068.038.873
2320	Số 14, hẻm 1, phường 8, Gò Vấp	108.262.571	1.066.191.098
2321	đường Đỗ Xuân Hợp, Phường Phước Long B, Quận Thủ Đức	108.150.123	1.067.748.598
2322	đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên	210.574.877	1.058.870.246
2323	Hẻm Sơn Kỳ, Quận Tân Phú	108.021.515	1.066.214.626
2324	đường Tân Thắng, Quận Tân Phú	108.011.535	1.066.183.755
2325	Tô Hiệu, Hà Đông	209.675.124	1.057.784.606
2326	hẻm an ninh, cạnh Trung tâm TDTT Tân Phú, Chợ, Trường các cấp	107.900.517	1.066.281.901
2327	khu tái định cư Ngọc Thuỵ, cạnh Khai Sơn City, trường Việt Pháp, gần đường Hồng Tiến	210.612.183	1.058.797.598
2328	Kinh doanh nhỏ, gần trường Đại Học Thăng Long	209.758.759	1.058.155.935
2329	walkig street, Huế	164.686.386	1.075.953.273
2330	Cầu Giấy	210.362.368	1.057.905.825
2331	hẻm 1/ Phạm Văn Đồng, Phường Linh Đông	108.384.512	1.067.415.742
2332	Xô Viết Nghệ Tĩnh, Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh	107.947.939	1.067.092.738
2333	Thanh Long Bay		
2334	hẻm 115 Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7	107.035.851	106.734.025
2335	Sư Vạn Hạnh, P12, Quận 10	107.727.605	1.066.691.153
2336	Nguyễn Thị Hải		
2337	ngõ rộng Đức Giang, Phường Long Biên, Quận Long Biên	210.701.691	1.059.068.373
2338	ngõ rộng Đức Giang, Phường Long Biên, Quận Long Biên	210.701.691	1.059.068.373
2339	Ngô Chí Quốc		
2340	na		
2341	Hẻm xe tải vào nhà, phường ?, Quận ?	160.118.018	1.082.378.294
2342	hẻm Lâm Văn Bền, Quận 7	107.451.624	1.067.158.611
2343	ngã tư Chiến Lược, Mã lò	107.728.591	1.066.018.083
2344	đường Số 21, Phường 8, Gò Vấp	108.410.084	1.066.507.007
2345	Phan Huy Ích, Quận Quang Trung	108.338.107	1.066.346.158
2346	Phùng Khoang	20.988.178	1.057.931.515
2347	Vĩnh Phúc, Đội Căn, Hoàng Quốc Việt, Văn Cao Thụy Khuê, Kim Mã, Quận Ba Đình	210.460.525	105.793.266
2348	Giang Cao, Xã Bát Tràng, Huyện Gia Lâm, Thành phố Hà Nội	209.794.814	1.059.159.912
2349	Võ Thị Nhờ, Phường Tân Thuận Đông, Quận 7	107.450.259	1.067.309.836
2350	Bạch Đằng, Phan Đăng Lưu, Quận Bình Thạnh	108.026.896	1.066.985.516
2351	Bá Chiểu Quận Bình Thạnh	108.016.047	1.066.988.172
2352	Lũy Bán Bích, Trịnh Đình Thảo, Quận Tân Phú	107.757.247	1.066.334.894
2353	Khu phân lô Nguyễn Trãi, Nguyễn Trãi, Ngã tư sở, trong khu trung tâm	210.017.916	1.058.162.377
2354	Đỗ Xuân hợp, Phước Long B, Tp. Thủ Đức	108.150.123	1.067.748.598
2355	phố Sài Đồng, Long Biên	210.368.776	105.911.551
2356	Cầu Giấy	210.362.368	1.057.905.825
2357	đường Tân Hiệp 29, Xã Tân Hiệp, Huyện Hóc Môn	109.082.771	1.065.947.274
2358	Tân Chánh Hiệp, Quận 12	10.866.797	1.066.261.831
2359	Đỗ Xuân Hợp, gần trường Công Thương	108.141.275	1.067.751.935
2360	Ngõ 8 Bát Khối, Bát Tràng, Gia Lâm, Hà Nội	209.854.212	1.059.190.812
2361	Nguyễn Chính	209.808.104	10.584.778
2362	Mỗ Lao, lô góc 2 thoáng	209.833.749	1.057.835.348
2363	đường Bạch Đằng, Lê Quang Định, Phường 24, Quận Bình Thạnh	108.026.896	1.066.985.516
2364	đường Thiên Lôi, Quận Lê Chân, Thành phố Hải Phòng	208.297.633	1.066.791.092
2365	đường Mỹ Phước Tân Vạn, Mỹ Phước 3, Bình Dương	111.192.477	1.066.414.958
2366	đường số 1, khu Tên Lửa	107.478.829	1.066.118.492
2367	hẻm 1, đường Tên Lửa	107.478.829	1.066.118.492
2368	đường số 1A, gần vành đai trong	10.748.468	1.066.152.509
2369	Ngọc Khánh, Ba Đình	210.301.393	1.058.099.499
2370	2 mt Tân Tiến - Đông Hồ, Quận Tân Bình	107.862.445	1.066.516.187
2371	Tân Quý	107.409.584	1.067.101.958
2372	Ngõ 87, Phúc Lợi	210.511.825	1.059.220.478
2373	ngõ Chiến Thắng, Khâm Thiên	210.190.445	1.058.310.736
2374	Đường Đỗ Xuân Hợp, Trần Thị Điệu	108.332.918	1.067.671.769
2375	Hàng Xanh, Phường...		
2376	Phùng Kháng, ?		
2377	Đỗ Xuân Hợp, Phước Long B, TP. Thủ Đức	108.150.123	1.067.748.598
2378	Đường Số, Phường Tân Quy, Quận 7	107.415.526	1.067.038.493
2379	Hẻm Xe Hơi, Phường 13, Quận 10	107.792.565	1.066.696.593
2380	Đường Phan Đăng Lưu, Phường 7, Quận Phú Nhuận	108.035.449	106.688.791
2381	Phan Xích Long, Phường 3, Quận Phú Nhuận	108.008.693	1.066.838.752
2382	Phan Xích Long, Phường 3, Quận Phú Nhuận	108.008.693	1.066.838.752
2383	Lạc Long Quân, Tây Hồ	210.641.803	105.809.786
2384	đường Lê Văn Thọ, Phường 9, Quận Gò Vấp	108.455.819	1.066.570.168
2385	Lê Đức Thọ, Gò Vấp	10.848.289	1.066.675.573
2386	Hiệp Thành, Quận 12	108.825.023	1.066.379.724
2387	đường Phạm Văn Đồng, Phường ...	108.350.664	1.067.294.299
2388	A.B G, Vinh		
2389	Bà Điểm Học Môn	108.411.638	1.065.967.126
2390	phố Tân Mai	209.809.031	1.058.477.518
2391	Nguyễn Sơn, Phường Phú Trung, Quận Tân Phú	107.828.184	1.066.265.561
2392	Nguyễn Sơn, Quận Tân Phú	107.828.184	1.066.265.561
2393	Đường số 6, Dãy E, An Cửu City	164.568.324	1.076.108.801
2394	Tài Định Cư, Bửu Long	109.559.356	1.067.987.716
2395	phố Trạm	210.261.062	1.058.937.137
2396	đường Đặng Văn Bi, phường Trường Thọ, Quận Thủ Đức	108.439.717	106.762.358
2397	đường Hàng Kênh, Lê Chân, Hải Phòng	208.508.055	1.066.789.703
2398	Tân Trang, Tân Bình	107.788.241	1.066.546.126
2399	đường oto tải		
2400	chợ Thạnh phú, TT Biên Hoà	110.106.492	1.068.293.391
2401	Xô Viết Nghệ Tĩnh, Vòng xòy Hàng Xanh, Phường 21, Quận Bình Thạnh	108.009.239	1.067.099.166
2402	Ôn725, Quận 3 và Quận 10	107.843.695	1.066.844.089
2403	Hẻm...		
2404	chợ An Nhơn, Phan Văn Trị, Lê Đức Thọ, Nguyễn Oanh, Gò Vấp	108.413.645	1.066.773.133
2405	phường An Nhơn, Quận Gò Vấp	108.366.212	1.066.784.076
2406	Vị trí Lotte Mart, Phan Văn Trị, Thống Nhất, Quang Trung	108.382.646	1.066.717.627
2407	đường số 10, Phường Bình An, Quận 2	107.838.285	1.067.369.583
2408	đường Đất Mới, Phường Bình Trị Đông, Quận Bình Tân	107.668.701	1.066.096.908
2409	Nguyễn Văn Trỗi, Phú Nhuận	107.958.681	1.066.750.014
2410	"	DB60.9.1GA, Đặng Tố Vĩnh Tô Ký Hóc Môn"	108.666.906	1.066.157.193
2411	Ngõ 3, Phố Quang Trung	210.089.969	105.822.223
2412	ngh Trường M星期u, Quận 12	108.671.531	1.066.413.322
2413	đường số 30, Phường Linh Đông, Thủ Đức	10.843.193	106.742.101
2414	đường Mã Lò, Phường Bình Trị Đông, Quận Bình Tân	107.728.591	1.066.018.083
2415	Phạm Văn Đồng, Linh Đông, Thủ Đức	108.480.244	1.067.482.326
2416	đường 23, Hiệp Bình Chánh, Tp Thủ Đức	108.282.919	106.726.749
2417	đường Bạch Đằng, Phường 2, Quận Tân Bình	10.814.472	1.066.711.705
2418	Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1	107.873.633	1.066.984.882
2419	người Trãi, Phường Bến Thành, Quận 1	107.735.994	1.066.944.173
2420	đường Nguyễn Cửu Phú, Phú Tân	107.266.371	106.581.338
2421	Ngã Sáu Phù Đổng, mặt tiền Nguyễn Trãi, Phường Bến Thành, Quận 1	107.715.159	1.066.933.142
2422	Khu Dân Cư Sông Giồng, Quận 2	107.870.136	1.067.523.733
2423	Hàm Nghi, Phường Bến Nghé, Quận 1	107.708.619	1.067.021.687
2424	Cao Thắng, Phường 2, Quận 3	107.692.168	1.066.830.474
2425	mặt tiền Cao Thắng, Phường 3, Quận 3	107.712.908	1.066.806.802
2426	Hẻm 6m, Tân Thành, Quận Tân Phú	107.905.025	1.066.342.594
2427	đường Lê Hồng Phong, Phường 2, Quận 10	107.624.084	1.066.763.705
2428	hẻm Lê Văn Duyệt, Phường 3, Quận Bình Thạnh	108.000.235	1.066.950.135
2429	hlen xe hơi, phố Phạm Văn Bạch, phường Nguyễn Tư Giản, quận Gò Vấp	108.366.623	1.066.442.109
2430	Hương Lộ 2, Bình Trị Đông A, Bình Tân	107.664.092	1.066.003.259
2431	Bà Triệu, Siêu Thị Go	210.172.845	1.058.492.584
2432	phố Lê Trọng Tấn, Thanh Xuân, Hà Nội	20.993.927	1.058.314.531
2433	Lê Trọng Tấn, Thanh Xuân, Hà Nội	20.993.927	1.058.314.531
2434	hẻm Lê Văn Duyệt, Quận Bình Thạnh	108.000.235	1.066.950.135
2435	đường Đồng Khởi	107.761.225	1.067.030.267
2436	đường Hương Lộ 2, Quận Bình Tân	107.670.756	1.066.075.906
2437	Hẻm xe hơi thông đường Lê Đình Cẩn, Quận Bình Tân	107.595.799	1.065.990.101
2438	Hẻm xe hơi thông đường Miếu Gò Xoài, P. Bình Trị Đông, Q. Bình Tân, TP. Hồ Chí Minh	10.779.745	1.066.073.872
